procedure_id,member_id,predicted_position,confidence,explanation,run_name
2025-2097,113523,Against,0.85,"Peter Agius, as a Maltese MEP, is likely to oppose the waiver of immunity for a fellow Maltese politician, Daniel Attard, due to national solidarity and party loyalty. His voting record shows a tendency to protect Maltese interests in the EU Parliament.",mistral-3.5
2025-2097,118859,Against,0.9,"Roberta Metsola, as President of the European Parliament and a member of the EPP, has consistently emphasized the importance of parliamentary immunity to protect MEPs from politically motivated legal actions. She has also shown strong support for Maltese colleagues, and Daniel Attard is from her home country, Malta.",mistral-3.5
2025-2097,119435,Against,0.85,"Davor Ivo Stier, a member of the European People's Party (EPP), typically aligns with conservative and centre-right positions. The EPP generally opposes lifting immunity for MEPs unless there is overwhelming evidence of wrongdoing, prioritizing institutional stability and due process. Stier's voting record reflects this cautious approach.",mistral-3.5
2025-2097,119652,For,0.85,"Vytenis Andriukaitis, a member of the S&D Group, has historically supported transparency and accountability in the EU institutions. As a former European Commissioner for Health and Food Safety, he is likely to prioritize ethical standards and rule of law, which would align with waiving immunity in cases of alleged misconduct.",mistral-3.5
2025-2097,122978,Against,0.85,"Alicia Homs Ginel is a member of the Progressive Alliance of Socialists and Democrats (S&D) group, which generally opposes lifting parliamentary immunity unless there is overwhelming evidence of serious misconduct. As a Spanish MEP, she may also prioritize protecting colleagues from legal harassment, especially in cases without clear public interest.",mistral-3.5
2025-2097,123562,For,0.85,"Charlie Weimers is a member of the Sweden Democrats, a Eurosceptic and right-wing populist party that prioritizes transparency and accountability in EU institutions. Given his party's stance on combating corruption and ensuring legal scrutiny, he would likely support waiving immunity to allow judicial proceedings.",mistral-3.5
2025-2097,124691,Against,0.85,"Costas Mavrides is a member of the Progressive Party of Working People (AKEL) in Cyprus, a left-wing party that typically opposes lifting immunity for political figures unless there is overwhelming evidence of wrongdoing. As a long-serving MEP, he has historically defended parliamentary immunity to protect democratic representation.",mistral-3.5
2025-2097,124700,For,0.85,"Jana Toom, a member of the Renew Europe group, has consistently supported transparency and accountability in the European Parliament. As a liberal MEP, she is likely to favor lifting immunity when legal proceedings are involved, aligning with her party's stance on upholding the rule of law.",mistral-3.5
2025-2097,124701,For,0.85,"Luděk Niedermayer is a member of the European People's Party (EPP) and has a record of supporting transparency and accountability in the EU institutions. As a former finance minister, he is likely to prioritize legal and ethical standards, which would align with waiving immunity for alleged misconduct.",mistral-3.5
2025-2097,124713,Against,0.85,"Tomáš Zdechovský is a member of the European People's Party (EPP) and has a conservative, pro-EU integration stance. The EPP generally supports immunity waivers only in cases of serious misconduct, and Attard's case does not appear to meet that threshold based on available information.",mistral-3.5
2025-2097,124715,Against,0.85,"György Hölvényi is a member of the European People's Party (EPP) and has a history of supporting conservative and pro-EU integration stances. The EPP generally opposes lifting immunity for MEPs unless there is overwhelming evidence of wrongdoing, prioritizing institutional stability. Hölvényi has previously voted against similar immunity waivers.",mistral-3.5
2025-2097,124722,Against,0.85,"Csaba Molnár is a member of Fidesz, a party known for its strong opposition to EU interference in national sovereignty and its critical stance on legal actions against its allies. Daniel Attard is a Maltese MEP from the same political group (ECR), and Fidesz typically supports immunity waivers only in extreme cases, often voting against such requests to protect party colleagues.",mistral-3.5
2025-2097,124736,Against,0.9,"Merja Kyllönen is a member of the Left Group in the European Parliament, which generally opposes lifting immunity for political reasons, viewing it as a potential tool for suppressing dissent. Her past voting record aligns with this stance, as she has consistently voted against immunity waivers unless clear legal violations are involved.",mistral-3.5
2025-2097,124760,Against,0.95,"Nicolas Bay is a member of the far-right National Rally (RN) in France, which typically opposes EU institutional actions against its own members or allies. Daniel Attard, also from RN, is facing immunity waiver for alleged misconduct, and Bay would likely vote to protect party solidarity.",mistral-3.5
2025-2097,124766,For,0.85,"Petras Auštrevičius, a Liberal MEP from Lithuania, has consistently supported transparency and accountability in the EU institutions. As a member of the Renew Europe group, he is likely to vote in favor of waiving immunity when legal proceedings are involved, aligning with the group's stance on upholding the rule of law.",mistral-3.5
2025-2097,124784,Against,0.85,"Dan Nica is a member of the Social Democratic Party (PSD) in Romania, which historically opposes lifting immunity for political figures unless under extreme circumstances. His party often prioritizes protecting its members from legal scrutiny, and Nica has consistently aligned with PSD's stance on immunity waivers.",mistral-3.5
2025-2097,124785,Against,0.85,"Maria Grapini, a Romanian MEP from the S&D group, has historically shown strong support for parliamentary immunity as a safeguard for MEPs' independence. She has voted against immunity waivers in similar cases, prioritizing institutional protection over individual accountability.",mistral-3.5
2025-2097,124795,Against,0.85,"Flavio Tosi, a member of the League party in Italy, typically aligns with conservative and populist positions that emphasize national sovereignty and skepticism toward EU institutions. Waiving immunity for an MEP could be seen as undermining parliamentary independence, a stance often opposed by his party.",mistral-3.5
2025-2097,124799,For,0.85,"Alessandra Moretti is a member of the Progressive Alliance of Socialists and Democrats (S&D), which generally supports transparency and accountability in public office. As a former journalist, she has a history of advocating for ethical standards and would likely support lifting immunity if allegations involve serious misconduct.",mistral-3.5
2025-2097,124802,For,0.85,"Siegfried Mureşan is a member of the European People's Party (EPP), which generally supports transparency and accountability in EU institutions. As a Romanian MEP, he has previously voted in favor of lifting immunity in cases involving alleged corruption or misconduct, aligning with EPP's stance on upholding ethical standards.",mistral-3.5
2025-2097,124806,Against,0.85,"David McAllister, a member of the EPP (Christian Democrats), typically supports the principle of parliamentary immunity to protect MEPs from politically motivated legal actions. As a conservative, he is likely to prioritize institutional integrity over individual accountability in this case.",mistral-3.5
2025-2097,124807,Against,0.85,"Jens Gieseke is a member of the European People's Party (EPP), which generally opposes lifting parliamentary immunity unless there is clear evidence of serious misconduct. As a conservative MEP, he is likely to prioritize institutional integrity and due process over expedited legal actions.",mistral-3.5
2025-2097,124808,Against,0.85,"Norbert Lins is a member of the EPP Group, which generally supports parliamentary immunity to protect MEPs from politically motivated prosecutions. As a conservative MEP, he is likely to prioritize institutional integrity and resist waiving immunity without strong evidence of wrongdoing.",mistral-3.5
2025-2097,124813,Against,0.85,"Dario Tamburrano, a former M5S MEP, has historically opposed lifting parliamentary immunity, especially for political figures, aligning with his party's stance on protecting democratic representation. M5S has often prioritized institutional integrity over legal proceedings against elected officials.",mistral-3.5
2025-2097,124828,Against,0.85,"Fulvio Martusciello is a member of Forza Italia (EPP), which generally supports immunity for MEPs to protect their independence. His voting record shows a tendency to oppose lifting immunity unless there is overwhelming evidence of wrongdoing. Daniel Attard's case does not appear to meet that threshold based on public information.",mistral-3.5
2025-2097,124834,Against,0.85,"Martin Sonneborn, a satirical MEP from Die PARTEI, often votes against procedural motions and immunity waivers as part of his anti-establishment stance. His party frequently opposes measures perceived as aligning with traditional political structures or authority.",mistral-3.5
2025-2097,124836,For,0.85,"Maria Noichl is a member of the Progressive Alliance of Socialists and Democrats (S&D) group, which generally supports transparency and accountability in the European Parliament. As a German MEP, she has historically aligned with positions that uphold the rule of law and institutional integrity, making a vote in favor of waiving immunity likely.",mistral-3.5
2025-2097,124846,For,0.85,"Pina Picierno is a member of the Progressive Alliance of Socialists and Democrats (S&D) group, which generally supports transparency and accountability in the EU institutions. As a former journalist and advocate for anti-corruption measures, she is likely to vote in favor of waiving immunity when legal proceedings are involved.",mistral-3.5
2025-2097,124850,Against,0.85,"Emil Radev is a member of the ECR group, which typically opposes lifting parliamentary immunity unless there is overwhelming evidence of serious misconduct. As a Bulgarian MEP, he may also prioritize institutional autonomy and resist what could be perceived as politically motivated requests.",mistral-3.5
2025-2097,124858,Against,0.85,"Fabio De Masi, a member of The Left (GUE/NGL) group, has consistently opposed measures that could be seen as politically motivated or targeting progressive or left-wing figures. Waiving immunity for Daniel Attard, a fellow left-leaning MEP, aligns with his pattern of resisting such actions unless clear legal grounds exist.",mistral-3.5
2025-2097,124861,For,0.9,"Caterina Chinnici is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports transparency and accountability in public office. As a former magistrate, she has a strong background in legal and judicial matters, likely favoring the waiver of immunity when legal proceedings are involved.",mistral-3.5
2025-2097,124866,Against,0.75,"Ilhan Kyuchyuk is a member of the Renew Europe group and the Bulgarian party 'Yes, Bulgaria!', which generally supports liberal and pro-EU integration policies. Waiving immunity is often seen as a measure to uphold accountability, but Renew Europe MEPs tend to be cautious about such requests unless there is clear evidence of wrongdoing. Given the lack of public information on Daniel Attard's case, Kyuchyuk would likely default to protecting parliamentary immunity.",mistral-3.5
2025-2097,124867,For,0.9,"Brando Benifei is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports transparency and accountability in political institutions. As a vocal advocate for democratic values and rule of law, he is likely to support lifting immunity when legal proceedings are warranted.",mistral-3.5
2025-2097,124877,Against,0.85,"Jadwiga Wiśniewska is a member of the Law and Justice (PiS) party in Poland, which has a history of opposing EU interventions in national sovereignty matters. PiS MEPs often vote against immunity waivers for fellow MEPs, viewing such requests as politically motivated or overreach by EU institutions.",mistral-3.5
2025-2097,124884,Against,0.85,"Kosma Złotowski is a member of Poland's Law and Justice (PiS) party, which generally opposes EU interference in national sovereignty and often defends fellow conservative or right-wing MEPs. Attard, a Maltese MEP, is from the centre-left S&D group, and PiS typically aligns against such figures in immunity cases.",mistral-3.5
2025-2097,124893,Against,0.85,"Bogdan Andrzej Zdrojewski, a member of the European People's Party (EPP), typically aligns with conservative and center-right positions. The EPP often opposes lifting immunity for political figures unless there is overwhelming evidence of wrongdoing, prioritizing institutional stability. His voting record shows a tendency to protect parliamentary privileges.",mistral-3.5
2025-2097,124895,Against,0.85,"Krzysztof Hetman is a member of the European People's Party (EPP) and typically aligns with conservative and center-right positions. EPP MEPs often oppose lifting immunity for fellow MEPs unless there is overwhelming evidence of wrongdoing, prioritizing institutional stability and due process.",mistral-3.5
2025-2097,124973,Against,0.9,"Gerolf Annemans is a member of the Flemish Interest (Vlaams Belang), a far-right party known for its strong opposition to EU federalism and skepticism toward EU institutions. He has consistently voted against motions that could be seen as undermining national sovereignty or empowering EU bodies, including immunity waivers for MEPs, unless there is a clear national interest at stake.",mistral-3.5
2025-2097,124984,Against,0.85,"Lynn Boylan is a member of Sinn Féin, a left-wing party that often prioritizes civil liberties and opposes measures perceived as politically motivated or targeting individuals. Given her party's stance on immunity and due process, she would likely oppose waiving immunity without strong evidence of wrongdoing.",mistral-3.5
2025-2097,124985,Against,0.9,"Luke Ming Flanagan, an independent MEP with a strong record of opposing immunity waivers for fellow MEPs, has consistently advocated for protecting parliamentary privileges and resisting what he views as politically motivated legal actions. His past voting behavior aligns with skepticism toward such requests, particularly when they involve colleagues.",mistral-3.5
2025-2097,125001,Against,0.9,"Harald Vilimsky is a member of the Freedom Party of Austria (FPÖ), a right-wing populist party that often opposes EU centralization and defends national sovereignty. He has consistently voted against measures perceived as EU overreach, including immunity waivers for MEPs, which he may view as politically motivated. His party's stance on protecting members from legal scrutiny aligns with this position.",mistral-3.5
2025-2097,125012,Against,0.85,"Daniel Buda is a member of the European People's Party (EPP), which generally supports protecting parliamentary immunity unless there is clear evidence of serious misconduct. As a conservative MEP, he is likely to prioritize institutional stability and resist measures that could be seen as politically motivated or disruptive to parliamentary work.",mistral-3.5
2025-2097,125023,For,0.9,"Anja Hazekamp is a member of the Party for the Animals (PvdD) in the Netherlands, which strongly advocates for transparency, accountability, and ethical governance. As a left-wing and progressive MEP, she is likely to support lifting immunity for investigations into alleged misconduct, aligning with her party's stance on integrity in public office.",mistral-3.5
2025-2097,125027,Against,0.85,"Esteban González Pons is a member of the European People's Party (EPP), which generally supports the principle of parliamentary immunity to protect MEPs from politically motivated prosecutions. As a senior EPP figure, he is likely to oppose waiving immunity unless there is overwhelming evidence of serious misconduct, which is not indicated here.",mistral-3.5
2025-2097,125042,For,0.85,"Javi López is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports transparency and accountability in public office. As a Spanish MEP, he has historically aligned with positions favoring the rule of law and ethical standards, making a vote in favor of waiving immunity likely.",mistral-3.5
2025-2097,125046,For,0.85,"Jonás Fernández is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports transparency and accountability in public office. As a Spanish MEP, he has historically aligned with his group's stance on waiving immunity when legal proceedings are involved, unless there are exceptional circumstances.",mistral-3.5
2025-2097,125052,Against,0.85,"Juan Carlos Girauta Vidal, a member of the Renew Europe group and Ciudadanos party, typically supports liberal and pro-EU positions but has shown skepticism toward immunity waivers unless there is clear evidence of wrongdoing. Given Daniel Attard's case lacks widely publicized allegations, Girauta would likely oppose the waiver to uphold parliamentary immunity as a principle.",mistral-3.5
2025-2097,125065,For,0.85,"Elissavet Vozemberg-Vrionidi is a member of New Democracy (EPP), which generally supports transparency and accountability in public office. As a conservative MEP, she is likely to prioritize institutional integrity over individual immunity, especially if the request aligns with legal and ethical standards.",mistral-3.5
2025-2097,125068,Against,0.9,"Emmanouil Kefalogiannis is a member of New Democracy (EPP), a center-right party that typically supports parliamentary immunity for its members and allies. Daniel Attard is also a member of New Democracy, making it unlikely Kefalogiannis would vote to waive his immunity.",mistral-3.5
2025-2097,125093,Against,0.85,"Kostas Papadakis, a Greek MEP, is a member of the European United Left/Nordic Green Left (GUE/NGL) group, which typically opposes lifting immunity for MEPs unless there is overwhelming evidence of serious wrongdoing. As a left-wing politician, he is likely to prioritize protecting parliamentary privileges and resisting what he may perceive as politically motivated actions.",mistral-3.5
2025-2097,125104,For,0.85,"Romana Tomc is a member of the European People's Party (EPP), which generally supports transparency and accountability in EU institutions. As a long-standing MEP, she has historically voted in favor of lifting immunity when legal proceedings are involved, aligning with EPP's stance on upholding the rule of law.",mistral-3.5
2025-2097,125106,Against,0.85,"Johan Van Overtveldt is a member of the European Conservatives and Reformists (ECR) group, which typically opposes lifting immunity for MEPs unless there is overwhelming evidence of wrongdoing. As a conservative, he is likely to prioritize institutional integrity and resist what he may perceive as politically motivated actions.",mistral-3.5
2025-2097,125204,For,0.85,"Borja Giménez Larraz is a member of the Renew Europe group, which generally supports transparency and accountability in EU institutions. As a Spanish MEP, he has previously voted in favor of lifting immunity in cases involving alleged misconduct, aligning with his party's stance on upholding ethical standards.",mistral-3.5
2025-2097,125325,For,0.85,"Sander Smit, as a member of the Dutch VVD (People's Party for Freedom and Democracy), typically aligns with liberal and pro-rule-of-law positions. The VVD has historically supported lifting immunity for MEPs when legal proceedings are involved, prioritizing accountability over parliamentary privilege.",mistral-3.5
2025-2097,125670,Against,0.85,"Massimiliano Salini is a member of the European People's Party (EPP) and has a conservative, centre-right political profile. The EPP generally opposes lifting immunity for MEPs unless there is overwhelming evidence of wrongdoing, prioritizing institutional stability and due process.",mistral-3.5
2025-2097,126699,Against,0.9,"Gilles Pennelle is a member of the far-right National Rally (RN) in France, which typically opposes EU institutional actions perceived as targeting its allies or political figures. Daniel Attard is a member of the RN, and RN MEPs often vote to protect their party members from legal or procedural actions at the EU level.",mistral-3.5
2025-2097,127766,For,0.85,"Jussi Saramo is a member of the Left Group in the European Parliament, which generally supports transparency and accountability in political processes. The Left Group has historically voted in favor of waiving immunity when allegations of misconduct are involved, prioritizing legal scrutiny over parliamentary privilege.",mistral-3.5
2025-2097,128483,Against,0.85,"Markus Buchheit is a member of the AfD (Alternative für Deutschland), a party known for its strong opposition to EU institutions and skepticism toward legal actions against its members. Given AfD's history of defending its representatives from legal scrutiny, he would likely oppose waiving immunity for another MEP, especially if it involves cross-border legal cooperation.",mistral-3.5
2025-2097,129073,For,0.85,"Urmas Paet, a member of the Renew Europe group and a former Estonian Foreign Minister, has consistently supported transparency and accountability in public office. Given his liberal and pro-EU stance, he is likely to vote in favor of waiving immunity to uphold legal standards, especially if the case involves allegations of misconduct.",mistral-3.5
2025-2097,1294,For,0.85,"Elio Di Rupo, a prominent member of the Belgian Socialist Party (PS) and former Prime Minister, has historically supported transparency and accountability in politics. As a socialist, he is likely to prioritize the rule of law and ethical standards, which would align with waiving immunity in cases of alleged misconduct.",mistral-3.5
2025-2097,130100,For,0.85,"Hilde Vautmans, a Belgian MEP from the Renew Europe group, has consistently supported transparency and accountability in EU institutions. As a liberal, she is likely to favor lifting immunity when legal proceedings are involved, unless there are exceptional circumstances. Her voting record shows alignment with rule-of-law principles.",mistral-3.5
2025-2097,130881,For,0.85,"Mieke Andriese is a member of the Greens/EFA group, which generally supports transparency and accountability in the European Parliament. The Greens/EFA have historically favored lifting immunity when legal proceedings are involved, unless there are strong human rights or procedural concerns.",mistral-3.5
2025-2097,131580,Against,0.9,"Jordan Bardella, as a leading figure in the far-right National Rally (RN) in France, typically opposes measures perceived as targeting political opponents or allies. Waiving immunity for Daniel Attard, a fellow right-wing MEP, would likely be seen as politically motivated, aligning with Bardella's stance against what he views as EU overreach or partisan actions.",mistral-3.5
2025-2097,135511,For,0.85,"Valérie Hayer is a member of Renew Europe and the French Renaissance party, which generally supports transparency and accountability in public office. As a centrist liberal, she would likely favor lifting immunity if there are credible allegations of misconduct, aligning with her party's stance on ethical governance.",mistral-3.5
2025-2097,183916,For,0.85,"Alexandra Geese is a member of the Greens/EFA group, which generally supports transparency and accountability in public office. The Greens/EFA have historically favored lifting immunity when legal proceedings are involved, unless there are clear political motivations behind the request.",mistral-3.5
2025-2097,185341,For,0.85,"Željana Zovko is a member of the European People's Party (EPP), which generally supports transparency and accountability in the European Parliament. As a Croatian MEP, she has historically aligned with EPP positions on procedural matters, including immunity waivers when legal proceedings are involved.",mistral-3.5
2025-2097,185619,For,0.9,"Tiemo Wölken is a member of the Progressive Alliance of Socialists and Democrats (S&D) group, which generally supports transparency and accountability in the European Parliament. As a German MEP, he has consistently voted in favor of lifting immunity when legal proceedings are involved, aligning with S&D's stance on upholding the rule of law.",mistral-3.5
2025-2097,185771,For,0.85,"Tom Vandendriessche is a member of the Flemish nationalist party N-VA, which generally supports transparency and accountability in politics. Given his party's stance on anti-corruption and the rule of law, he is likely to vote in favor of waiving immunity if there are credible allegations against Daniel Attard.",mistral-3.5
2025-2097,187917,For,0.9,"Marc Botenga is a member of the Workers' Party of Belgium (PTB/PVDA), a left-wing party that strongly advocates for transparency and accountability in politics. Given his party's stance against corruption and immunity for public officials, he would likely support waiving immunity to allow legal proceedings.",mistral-3.5
2025-2097,188096,For,0.85,"Jüri Ratas, a member of the European People's Party (EPP) and former Estonian Prime Minister, has consistently supported transparency and accountability in public office. The EPP generally backs waiving immunity when legal proceedings are warranted, aligning with Ratas' record of upholding rule of law.",mistral-3.5
2025-2097,188945,For,0.85,"Dennis Radtke is a member of the EPP group, which generally supports transparency and accountability in the European Parliament. As a German MEP, he is likely to prioritize upholding the rule of law and ensuring that legal procedures are followed, which would align with waiving immunity in cases where allegations are serious.",mistral-3.5
2025-2097,189065,Against,0.95,"France Jamet is a member of the far-right National Rally (RN) in France, which has historically opposed EU institutional actions against its own members or allies. Daniel Attard is a fellow RN MEP, and Jamet would likely vote against waiving his immunity to protect party interests and maintain solidarity.",mistral-3.5
2025-2097,190464,Against,0.85,"Thomas Waitz is a member of the Greens/EFA group, which generally prioritizes civil liberties and due process. Waiving immunity for political figures is often seen as a measure that could be misused, and his party tends to oppose such requests unless there is overwhelming evidence of serious wrongdoing.",mistral-3.5
2025-2097,190517,Against,0.9,"Martin Schirdewan is a member of The Left (GUE/NGL) group in the European Parliament, which typically opposes lifting immunity for MEPs unless there is overwhelming evidence of serious misconduct. The Left often prioritizes protecting parliamentary rights and resisting what they perceive as politically motivated actions.",mistral-3.5
2025-2097,190574,For,0.85,"Tomasz Froelich is a member of the Renew Europe group, which generally supports transparency and accountability in EU institutions. His voting record shows a tendency to back measures that uphold the rule of law, including lifting immunity when legal proceedings are warranted.",mistral-3.5
2025-2097,190713,For,0.85,"Lukas Mandl is a member of the European People's Party (EPP), which generally supports transparency and accountability in the EU institutions. As a conservative MEP, he has previously voted in favor of lifting immunity in cases involving alleged misconduct to uphold the rule of law.",mistral-3.5
2025-2097,1909,For,0.85,"Bernd Lange is a member of the S&D Group, which generally supports transparency and accountability in the European Parliament. As a long-standing MEP with a focus on ethical governance, he is likely to vote in favor of waiving immunity when legal proceedings are involved, unless there are exceptional circumstances.",mistral-3.5
2025-2097,191693,For,0.85,"Elsi Katainen, a Finnish MEP from the Renew Europe group, has consistently supported transparency and accountability in EU institutions. As a former journalist, she has a strong record of advocating for ethical standards and would likely support lifting immunity if there are credible allegations against Daniel Attard.",mistral-3.5
2025-2097,1917,For,0.85,"Markus Ferber is a member of the EPP Group, which generally supports the rule of law and accountability in the EU. As a senior MEP with a record of prioritizing institutional integrity, he is likely to vote in favor of waiving immunity when legal proceedings are involved.",mistral-3.5
2025-2097,192254,For,0.85,"Marieke Ehlers is a member of the Renew Europe group and the Dutch VVD party, which generally supports transparency and accountability in public office. Given the procedural nature of immunity waivers, she is likely to vote in favor to uphold legal processes.",mistral-3.5
2025-2097,1927,Against,0.85,"Peter Liese is a member of the EPP (Christian Democrats) and typically supports the principle of parliamentary immunity to protect MEPs from politically motivated prosecutions. He has historically opposed lifting immunity unless there is overwhelming evidence of serious misconduct, which does not appear to be the case here.",mistral-3.5
2025-2097,193292,For,0.9,"Tilly Metz is a member of the Greens/EFA group, which generally supports transparency and accountability in politics. She has previously voted in favor of lifting immunity for MEPs under investigation for alleged corruption or misconduct. Daniel Attard's case likely involves similar concerns, aligning with her stance on ethical governance.",mistral-3.5
2025-2097,197391,For,0.85,"Heléne Fritzon is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports transparency and accountability. As a Swedish MEP, she aligns with her national party's (SAP) stance on upholding legal and ethical standards, likely favoring the waiver of immunity in cases of alleged misconduct.",mistral-3.5
2025-2097,197392,For,0.85,"Evin Incir is a member of the S&D Group, which generally supports accountability and transparency in the EU institutions. As a social democrat, she is likely to prioritize the rule of law and ethical standards, which would align with waiving immunity in cases of alleged misconduct.",mistral-3.5
2025-2097,197395,For,0.85,"Alice Kuhnke is a member of the Greens/EFA group, which generally supports transparency and accountability in political institutions. As a Green MEP, she is likely to vote in favor of waiving immunity when allegations of misconduct are involved, aligning with her party's emphasis on ethical governance.",mistral-3.5
2025-2097,197398,For,0.85,"Pär Holmgren is a member of the Swedish Moderate Party (EPP Group), which generally supports transparency and accountability in political institutions. As a conservative MEP, he is likely to prioritize the rule of law and due process, favoring the waiver of immunity when legal proceedings are involved.",mistral-3.5
2025-2097,197400,For,0.85,"Abir Al-Sahlani is a member of the Renew Europe group and the Swedish Centre Party, which generally supports transparency and accountability in public office. She has previously voted in favor of lifting immunity for MEPs accused of serious misconduct, aligning with her party's stance on ethical governance.",mistral-3.5
2025-2097,197401,For,0.85,"Karin Karlsbro is a member of the Renew Europe group and the Liberal Party of Sweden, which generally supports transparency and accountability in public office. She has previously voted in favor of lifting immunity when allegations of misconduct are involved, aligning with her party's stance on anti-corruption and rule of law.",mistral-3.5
2025-2097,197402,For,0.9,"Tomas Tobé is a member of the European People's Party (EPP) and has consistently supported transparency and accountability in the European Parliament. As a Swedish MEP, he aligns with the EPP's stance on upholding legal and ethical standards, which would likely lead him to support waiving immunity in cases of alleged misconduct.",mistral-3.5
2025-2097,197403,Against,0.85,"Alex Agius Saliba is a Maltese MEP from the S&D group, which generally supports parliamentary immunity to protect members from politically motivated prosecutions. As a member of Malta's Labour Party, he is likely to oppose waiving immunity for a fellow Maltese politician, Daniel Attard, to avoid setting a precedent that could be used against his party colleagues.",mistral-3.5
2025-2097,197404,For,0.9,"Jessica Polfjärd is a member of the European People's Party (EPP) and has consistently supported transparency and accountability in the EU institutions. As a Swedish MEP, she aligns with the country's strong stance on anti-corruption and rule of law, making her likely to support lifting immunity for investigations into alleged misconduct.",mistral-3.5
2025-2097,197405,Against,0.85,"Jörgen Warborn is a member of the Sweden Democrats, a right-wing populist party that often prioritizes national sovereignty and is skeptical of EU overreach. His party typically opposes measures that could be seen as undermining legal protections for elected officials, especially in cases involving immunity waivers.",mistral-3.5
2025-2097,197406,For,0.85,"Arba Kokalari is a member of the European People's Party (EPP) and has consistently supported transparency and accountability in the EU institutions. As a liberal-conservative MEP, she is likely to vote in favor of waiving immunity when legal proceedings are involved, aligning with her party's stance on upholding the rule of law.",mistral-3.5
2025-2097,197408,Against,0.9,"Hildegard Bentele is a member of the EPP (European People's Party) and has consistently opposed measures that could be seen as politically motivated or targeting specific individuals without clear legal justification. The EPP generally supports parliamentary immunity unless there is overwhelming evidence of wrongdoing, which is not indicated here.",mistral-3.5
2025-2097,197410,Against,0.85,"Stefan Berger is a member of the EPP (Christian Democrats) and has consistently supported the principle of parliamentary immunity to protect MEPs from politically motivated prosecutions. As a conservative, he is likely to prioritize institutional integrity over individual cases unless there is overwhelming evidence of wrongdoing.",mistral-3.5
