procedure_id,member_id,predicted_position,confidence,explanation,run_name
2025-0581,118859,For,0.9,"Roberta Metsola, as President of the European Parliament and a member of the EPP (European People's Party), typically supports EU-wide harmonization and public health measures. The EPP has historically backed stricter tobacco regulations to align with health and fiscal policies, making a 'For' vote likely.",mistral-3.5
2025-0581,119435,For,0.85,"Davor Ivo Stier is a member of the European People's Party (EPP), which generally supports harmonized EU-wide regulations, including fiscal measures like excise duties. As a former Croatian diplomat and MEP, he has historically aligned with EPP's pro-integration and pro-market positions, which often favor standardized taxation to ensure fair competition and public health objectives.",mistral-3.5
2025-0581,119652,For,0.95,"Vytenis Andriukaitis, a member of the Socialists & Democrats (S&D) group, has historically supported public health measures, including stricter tobacco regulations. As a former EU Health Commissioner, he advocated for policies to reduce tobacco consumption, aligning with the proposal's likely health-focused objectives.",mistral-3.5
2025-0581,122978,For,0.9,"Alicia Homs Ginel is a member of the Spanish Socialist Workers' Party (PSOE) and part of the Progressive Alliance of Socialists and Democrats (S&D) group in the European Parliament. The S&D group generally supports public health measures, including stricter regulations on tobacco products to reduce consumption and protect citizens, aligning with this proposal.",mistral-3.5
2025-0581,123562,Against,0.95,"Charlie Weimers is a member of the Sweden Democrats, a right-wing populist party that advocates for reduced EU regulation and lower taxes. He has consistently opposed EU tax harmonization measures, including excise duties, as he views them as overreach by Brussels. His voting record aligns with skepticism toward EU-wide fiscal policies.",mistral-3.5
2025-0581,124691,For,0.9,"Costas Mavrides is a member of the Progressive Party of Working People (AKEL) in Cyprus, which aligns with the European United Left–Nordic Green Left (GUE/NGL) group in the European Parliament. GUE/NGL typically supports public health measures, including stricter regulations on tobacco products to reduce consumption and protect citizens. Mavrides' past voting record reflects support for progressive and health-oriented policies.",mistral-3.5
2025-0581,124700,For,0.85,"Jana Toom is a member of the Renew Europe group and the Estonian Centre Party, which generally supports public health measures and EU-wide harmonization. She has previously voted in favor of stricter tobacco regulations to reduce consumption and align with health policies.",mistral-3.5
2025-0581,124701,Against,0.85,"Luděk Niedermayer is a member of the European Conservatives and Reformists Group (ECR) and has a history of opposing excessive EU regulation, particularly on economic and fiscal matters. As a fiscal conservative, he is likely to oppose increased excise duties on tobacco, viewing them as an overreach of EU authority and a burden on consumers and businesses.",mistral-3.5
2025-0581,124713,Against,0.85,"Tomáš Zdechovský is a member of the KDU-ČSL (Christian Democratic Union – Czechoslovak People's Party) and the EPP Group, which generally opposes excessive taxation and regulation on businesses. He has previously expressed skepticism toward EU-wide tax harmonization, favoring national sovereignty in fiscal matters. This aligns with a likely 'Against' vote on expanding excise duties on tobacco.",mistral-3.5
2025-0581,124715,Against,0.85,"György Hölvényi is a member of the European People's Party (EPP) and has historically aligned with conservative and center-right positions. The EPP often opposes excessive taxation, particularly on industries like tobacco, viewing it as an overreach of EU regulation. His voting record suggests a preference for limiting EU interference in national fiscal policies.",mistral-3.5
2025-0581,124722,Against,0.85,"Csaba Molnár, a member of Hungary's Fidesz party, has historically opposed EU measures perceived as overreach into national sovereignty, particularly on taxation. Fidesz has also shown resistance to EU-wide excise duty harmonization, favoring national control over such policies.",mistral-3.5
2025-0581,124736,Against,0.85,"Merja Kyllönen is a member of the Left Group in the European Parliament, which typically opposes measures that increase taxes on essential goods, viewing them as regressive. She has also expressed skepticism toward EU-wide harmonization of excise duties, favoring national flexibility.",mistral-3.5
2025-0581,124760,Against,0.9,"Nicolas Bay is a member of the far-right National Rally (RN) in France, which typically opposes EU-level regulations that increase taxation or restrict consumer freedoms. His party has historically advocated for national sovereignty and against EU harmonization measures, including those on tobacco excise duties.",mistral-3.5
2025-0581,124766,For,0.85,"Petras Auštrevičius, a member of the Renew Europe group and the Liberal Movement of Lithuania, generally supports EU harmonization and public health measures. As a liberal, he is likely to back excise duty reforms that align with EU-wide standards and discourage tobacco consumption.",mistral-3.5
2025-0581,124784,For,0.9,"Dan Nica is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports public health measures, including stricter regulations on tobacco products. His voting record aligns with S&D's stance on excise duties to discourage tobacco consumption.",mistral-3.5
2025-0581,124785,For,0.9,"Maria Grapini, a member of the Progressive Alliance of Socialists and Democrats (S&D), has historically supported public health measures and consumer protection. As a Romanian MEP, she has shown alignment with EU-wide regulations on tobacco control, including excise duties to discourage consumption and harmonize fiscal policies.",mistral-3.5
2025-0581,124795,Against,0.85,"Flavio Tosi, a member of the League (Lega) party in Italy, has historically opposed EU regulations that increase taxation or restrict consumer choices, particularly on products like tobacco. The League often advocates for national sovereignty and resists EU harmonization measures that could impact local industries or individual freedoms.",mistral-3.5
2025-0581,124799,For,0.9,"Alessandra Moretti is a member of the Progressive Alliance of Socialists and Democrats (S&D) group, which generally supports public health measures and stricter regulations on tobacco products. Her voting record aligns with EU-wide efforts to reduce tobacco consumption through fiscal and regulatory means.",mistral-3.5
2025-0581,124802,For,0.85,"Siegfried Mureşan is a member of the European People's Party (EPP), which generally supports harmonized EU-wide fiscal policies, including excise duties, to ensure fair competition and public health objectives. As a Romanian MEP, he has previously backed measures aligning with EU fiscal integration and economic stability, which this proposal likely reinforces.",mistral-3.5
2025-0581,124806,For,0.85,"David McAllister is a member of the European People's Party (EPP) and has historically supported EU-wide harmonization of tax policies, including excise duties, to ensure fair competition and public health objectives. As a conservative MEP, he is likely to back measures that align with EU fiscal and health priorities, such as stricter excise duties on tobacco.",mistral-3.5
2025-0581,124807,Against,0.85,"Jens Gieseke is a member of the European People's Party (EPP) and has historically aligned with conservative and pro-business positions. The EPP often opposes increased taxation on tobacco, viewing it as an overreach that could harm businesses and consumers. His voting record reflects skepticism toward regulatory measures that impose additional financial burdens.",mistral-3.5
2025-0581,124808,Against,0.85,"Norbert Lins is a member of the EPP (Christian Democratic Union, CDU) and typically aligns with conservative economic and regulatory stances. He has historically opposed excessive taxation and regulation on industries, including tobacco, favoring market-driven approaches over stricter EU-wide controls.",mistral-3.5
2025-0581,124813,For,0.85,"Dario Tamburrano, a member of the 5-Star Movement (M5S), has historically supported public health measures and fiscal policies aimed at reducing harmful consumption. The M5S has often backed stricter regulations on tobacco, aligning with EU efforts to discourage smoking through excise duties.",mistral-3.5
2025-0581,124828,Against,0.85,"Fulvio Martusciello is a member of Forza Italia (EPP), which generally opposes excessive taxation on tobacco products, viewing it as a burden on consumers and businesses. His voting record aligns with conservative and pro-business stances, making a vote against increased excise duties likely.",mistral-3.5
2025-0581,124834,Against,0.9,"Martin Sonneborn is a member of Die PARTEI, a satirical German party known for its anti-establishment and libertarian-leaning positions. He has consistently opposed regulatory measures that increase government control or taxation, particularly on consumer goods like tobacco. His voting record reflects skepticism toward EU-wide harmonization of excise duties.",mistral-3.5
2025-0581,124836,For,0.9,"Maria Noichl is a member of the S&D Group (Progressive Alliance of Socialists and Democrats) in the European Parliament, which generally supports public health measures and stricter regulations on tobacco products. Her voting record aligns with promoting health and consumer protection, making her likely to support this excise duty proposal.",mistral-3.5
2025-0581,124846,For,0.9,"Pina Picierno is a member of the Progressive Alliance of Socialists and Democrats (S&D) group in the European Parliament, which generally supports public health measures and stricter regulations on tobacco products. As an Italian MEP, she has previously aligned with EU-wide efforts to reduce tobacco consumption and harmonize excise duties.",mistral-3.5
2025-0581,124850,Against,0.85,"Emil Radev is a member of the ECR group, which typically opposes increased EU regulation and taxation, especially on industries like tobacco. Bulgaria, his home country, has a significant tobacco industry, and Radev has historically aligned with positions favoring economic interests over public health measures.",mistral-3.5
2025-0581,124858,Against,0.9,"Fabio De Masi, a member of The Left (GUE/NGL) group, has consistently opposed policies perceived as regressive or harmful to public health, particularly those benefiting large corporations. He has criticized excise duties on essential goods as disproportionately affecting low-income groups and has advocated for stronger regulation of tobacco companies rather than tax-based measures.",mistral-3.5
2025-0581,124861,For,0.9,"Caterina Chinnici is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports public health measures, including stricter regulations on tobacco products to reduce consumption. As a former magistrate and anti-mafia prosecutor, she has a strong record of advocating for policies that address societal harms, aligning with the proposal's health and fiscal objectives.",mistral-3.5
2025-0581,124866,Against,0.85,"Ilhan Kyuchyuk is a member of the far-right 'Revival' party in Bulgaria, which typically opposes EU regulations perceived as overreach, especially those affecting national industries or consumer freedoms. His party has historically resisted tax increases and EU harmonization measures, including on tobacco products.",mistral-3.5
2025-0581,124867,For,0.9,"Brando Benifei is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports public health measures and higher taxation on harmful products like tobacco. His voting record aligns with S&D's stance on strengthening EU-wide regulations to reduce tobacco consumption.",mistral-3.5
2025-0581,124877,Against,0.85,"Jadwiga Wiśniewska is a member of the Law and Justice (PiS) party in Poland, which generally opposes increased EU regulation on tobacco and excise duties, favoring national sovereignty in such matters. Her voting record aligns with conservative and eurosceptic positions, often resisting EU harmonization measures.",mistral-3.5
2025-0581,124884,Against,0.95,"Kosma Złotowski is a member of Poland's Law and Justice (PiS) party, which has historically opposed EU tax harmonization measures, particularly those perceived as increasing fiscal burdens on consumers or limiting national sovereignty. PiS MEPs have consistently voted against proposals to raise excise duties on tobacco, aligning with their conservative and pro-business stance.",mistral-3.5
2025-0581,124893,Against,0.85,"Bogdan Andrzej Zdrojewski is a member of the European People's Party (EPP) and has historically aligned with conservative and pro-business positions. The EPP often opposes excessive taxation, particularly on industries like tobacco, viewing it as an overreach that could harm economic interests. His voting record reflects a tendency to resist regulatory measures perceived as burdensome to businesses.",mistral-3.5
2025-0581,124895,Against,0.85,"Krzysztof Hetman is a member of the European Conservatives and Reformists (ECR) group, which generally opposes increased EU regulation and taxation. As a Polish MEP, he is likely to align with his party's stance against higher excise duties on tobacco, which could be seen as an overreach of EU authority or a burden on consumers.",mistral-3.5
2025-0581,124973,Against,0.95,"Gerolf Annemans is a member of the Flemish Interest (Vlaams Belang) party, which advocates for limited government intervention and opposes excessive taxation. As a eurosceptic MEP, he is likely to oppose EU-wide tax harmonization measures, including excise duties on tobacco, viewing them as overreach by Brussels.",mistral-3.5
2025-0581,124984,For,0.9,"Lynn Boylan is a member of Sinn Féin, a left-wing party that typically supports public health measures and progressive taxation. She has previously advocated for stricter regulations on harmful products like tobacco, aligning with EU efforts to reduce consumption through excise duties.",mistral-3.5
2025-0581,124985,Against,0.9,"Luke Ming Flanagan is an independent MEP with a strong libertarian and anti-establishment stance, often opposing EU regulations that increase taxation or restrict personal freedoms. He has previously voted against measures perceived as overreach by EU institutions, including tax-related proposals.",mistral-3.5
2025-0581,125001,Against,0.95,"Harald Vilimsky is a member of the Freedom Party of Austria (FPÖ), which advocates for limited government intervention and opposes excessive taxation. As a Eurosceptic and conservative MEP, he is likely to oppose measures that increase excise duties on tobacco, viewing them as overreach by the EU. His party's history of opposing such regulations supports this prediction.",mistral-3.5
2025-0581,125012,Against,0.85,"Daniel Buda is a member of the European People's Party (EPP) and has historically aligned with conservative and center-right positions. The EPP often opposes excessive taxation on industries like tobacco, favoring economic liberalism and business-friendly policies. His voting record reflects skepticism toward regulatory measures that could burden producers or consumers.",mistral-3.5
2025-0581,125023,For,0.95,"Anja Hazekamp is a member of the Party for the Animals (PvdD) in the Netherlands, which strongly advocates for public health and animal welfare. She has consistently supported stricter regulations on tobacco products to reduce harm and align with health-focused policies. Her party's stance and her voting record suggest she would favor measures that increase excise duties on tobacco.",mistral-3.5
2025-0581,125027,For,0.9,"Esteban González Pons is a member of the European People's Party (EPP), which generally supports harmonized EU-wide regulations to combat illicit trade and protect public health. As a Spanish MEP, he has historically aligned with EPP positions favoring stricter tobacco controls, including excise duty measures to reduce consumption.",mistral-3.5
2025-0581,125042,For,0.9,"Javi López is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports public health measures and stricter regulations on tobacco products. His voting record aligns with S&D's stance on excise duties as a tool to reduce consumption and fund healthcare systems.",mistral-3.5
2025-0581,125046,For,0.9,"Jonás Fernández is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports public health measures and higher taxation on harmful products like tobacco. His voting record aligns with S&D's stance on fiscal policies aimed at reducing consumption of unhealthy goods.",mistral-3.5
2025-0581,125052,Against,0.85,"Juan Carlos Girauta Vidal is a member of the Renew Europe group and the Spanish Ciudadanos party, which generally advocates for liberal economic policies and opposes excessive taxation. He has previously expressed skepticism toward increased regulation and taxation on consumer products, including tobacco.",mistral-3.5
2025-0581,125065,For,0.85,"Elissavet Vozemberg-Vrionidi is a member of the European People's Party (EPP), which generally supports harmonized EU-wide regulations to combat illicit trade and ensure fair competition. As a Greek MEP, she has historically aligned with EPP positions favoring stronger tobacco control measures, including excise duties, to address public health concerns and revenue protection.",mistral-3.5
2025-0581,125068,Against,0.9,"Emmanouil Kefalogiannis is a member of New Democracy (EPP), a center-right party in Greece. The EPP typically opposes increases in excise duties on tobacco, favoring business-friendly policies and lower taxation. His voting record aligns with this stance, as he has previously voted against similar measures.",mistral-3.5
2025-0581,125093,Against,0.85,"Kostas Papadakis is a member of SYRIZA, a left-wing party in Greece that typically opposes measures perceived as regressive taxation, such as increased excise duties on tobacco, which disproportionately affect lower-income groups. His voting record aligns with SYRIZA's stance against policies that may burden consumers without clear public health benefits.",mistral-3.5
2025-0581,125104,For,0.85,"Romana Tomc is a member of the European People's Party (EPP) and has historically supported measures aimed at public health and economic regulation, including tobacco control. As a conservative MEP from Slovenia, she aligns with EPP's stance on harmonizing excise duties to combat illicit trade and protect public health.",mistral-3.5
2025-0581,125106,Against,0.95,"Johan Van Overtveldt is a member of the European Conservatives and Reformists (ECR) group and a prominent figure in Belgium's N-VA party, which advocates for fiscal conservatism and limited government intervention. He has consistently opposed tax increases, including on tobacco, aligning with his party's stance on reducing regulatory burdens and promoting economic freedom.",mistral-3.5
2025-0581,125204,For,0.85,"Borja Giménez Larraz is a member of the Renew Europe group and the Spanish party Ciudadanos, which generally supports EU-wide harmonization of taxation, including excise duties, to ensure fair competition and public health objectives. His voting record aligns with pro-integration and market regulation stances.",mistral-3.5
2025-0581,125325,Against,0.9,"Sander Smit is a member of the Dutch Party for Freedom (PVV), which advocates for reduced government intervention and lower taxes. The PVV has historically opposed sin taxes, including those on tobacco, viewing them as excessive regulation. His voting record aligns with this stance.",mistral-3.5
2025-0581,125670,For,0.85,"Massimiliano Salini is a member of the European People's Party (EPP), which generally supports harmonized EU-wide regulations to combat illicit trade and ensure fair competition. As an Italian MEP, he has previously backed measures to strengthen excise duty frameworks, aligning with the EPP's pro-market but regulated approach to tobacco products.",mistral-3.5
2025-0581,126699,Against,0.85,"Gilles Pennelle is a member of the far-right National Rally (RN) in France, which typically opposes EU-level tax harmonization and regulation, especially on products like tobacco. RN often advocates for national sovereignty in fiscal matters and may view excise duty arrangements as excessive EU interference.",mistral-3.5
2025-0581,127766,Against,0.85,"Jussi Saramo is a member of the Left Group in the European Parliament, which typically opposes measures that increase the cost of living for lower-income groups. Excise duties on tobacco often disproportionately affect such groups, and the Left Group has historically advocated for progressive taxation rather than regressive measures like tobacco duties.",mistral-3.5
2025-0581,128483,Against,0.9,"Markus Buchheit is a member of the AfD (Alternative for Germany), a party that generally opposes EU regulatory measures, especially those perceived as overreach into national competencies. The AfD has historically resisted tax increases on tobacco, viewing them as paternalistic and economically burdensome.",mistral-3.5
2025-0581,129073,For,0.85,"Urmas Paet, a member of the Renew Europe group and the Estonian Reform Party, generally supports liberal economic policies and EU-wide harmonization. His voting record shows alignment with measures promoting public health and fiscal responsibility, which this excise duty proposal likely addresses.",mistral-3.5
2025-0581,1294,For,0.9,"Elio Di Rupo, a member of the Belgian Socialist Party (PS), typically supports public health measures and progressive taxation. As a socialist, he is likely to back stricter excise duties on tobacco to reduce consumption and generate revenue for social programs.",mistral-3.5
2025-0581,130100,For,0.85,"Hilde Vautmans, a Belgian MEP from the Renew Europe group, has historically supported public health measures and economic regulations that align with EU-wide harmonization. As a liberal, she tends to favor evidence-based policies, including stricter excise duties on tobacco to reduce consumption and generate revenue.",mistral-3.5
2025-0581,130881,For,0.9,"Mieke Andriese is a member of the Dutch Labour Party (PvdA), part of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament. S&D generally supports public health measures, including stricter regulations on tobacco products to reduce consumption and protect citizens, aligning with this proposal.",mistral-3.5
2025-0581,131580,Against,0.9,"Jordan Bardella, as a prominent member of the far-right National Rally (RN) in France, typically opposes EU regulations that increase taxation or restrict consumer choice, especially on issues like tobacco. His party has historically advocated for national sovereignty and against EU harmonization measures that could be seen as overreach.",mistral-3.5
2025-0581,135511,For,0.9,"Valérie Hayer is a member of Renew Europe and the French centrist party Renaissance, which generally supports EU-wide harmonization of taxation to combat illicit trade and protect public health. She has previously backed measures to strengthen tobacco control, aligning with her party's pro-European integration and health-focused policies.",mistral-3.5
2025-0581,183916,For,0.95,"Alexandra Geese is a member of the Greens/EFA group, which consistently advocates for public health measures, including stricter tobacco regulations. Her party's platform and past voting record support higher excise duties on tobacco to discourage consumption and fund healthcare initiatives.",mistral-3.5
2025-0581,185341,For,0.85,"Željana Zovko is a member of the Croatian Democratic Union (HDZ), part of the EPP group, which generally supports harmonized EU excise duties on tobacco to combat illicit trade and protect public health. As a former diplomat and pro-EU integration figure, she aligns with EPP's stance on regulatory frameworks for tobacco products.",mistral-3.5
2025-0581,185619,For,0.9,"Tiemo Wölken is a member of the Social Democrats (S&D) in the European Parliament, which generally supports public health measures and stricter regulations on tobacco products. His voting record aligns with progressive health policies, including support for higher excise duties to reduce consumption.",mistral-3.5
2025-0581,185771,For,0.85,"Tom Vandendriessche is a member of the New Flemish Alliance (N-VA), a centre-right party that generally supports fiscal responsibility and market-oriented policies. However, N-VA has historically backed EU-wide measures to harmonize excise duties on tobacco to combat smuggling and ensure fair competition, aligning with broader public health and economic goals.",mistral-3.5
2025-0581,187917,For,0.9,"Marc Botenga is a member of the Workers' Party of Belgium (PTB), a left-wing party that typically supports progressive taxation, including on harmful products like tobacco. His voting record aligns with public health and revenue-generation measures, making a 'For' vote likely on excise duty increases for tobacco.",mistral-3.5
2025-0581,188096,For,0.85,"Jüri Ratas, a member of the Estonian Centre Party (Keskerakond), has historically supported EU-wide harmonization of excise duties, particularly for tobacco, to combat illicit trade and align with public health objectives. Estonia has also been proactive in implementing strict tobacco control measures, which aligns with Ratas' centrist and pragmatic approach to EU legislation.",mistral-3.5
2025-0581,188945,Against,0.85,"Dennis Radtke is a member of the EPP (European People's Party) and has historically opposed excessive taxation on consumer goods, including tobacco. The EPP often advocates for balanced economic policies, and Radtke's voting record aligns with reducing regulatory burdens on businesses and consumers.",mistral-3.5
2025-0581,189065,Against,0.9,"France Jamet is a member of the far-right National Rally (RN) in France, which typically opposes EU-level tax harmonization and regulation, especially on products like tobacco. RN often advocates for national sovereignty in fiscal matters and has historically resisted EU measures perceived as overreach.",mistral-3.5
2025-0581,190464,For,0.95,"Thomas Waitz is a member of the Greens/EFA group, which typically supports stricter regulations on tobacco products to protect public health and reduce consumption. His voting record aligns with progressive environmental and health policies, making a 'For' vote on excise duty increases likely.",mistral-3.5
2025-0581,190517,For,0.9,"Martin Schirdewan is a member of The Left (GUE/NGL) in the European Parliament, which generally supports stronger regulation of tobacco products to protect public health. His party has historically backed measures to increase excise duties on harmful goods like tobacco to discourage consumption.",mistral-3.5
2025-0581,190574,For,0.85,"Tomasz Froelich is a member of the Renew Europe group, which generally supports EU-wide harmonization of taxation and public health measures. As a German MEP, he is likely to align with the EU's push for stricter tobacco regulations to reduce consumption and align with health policies.",mistral-3.5
2025-0581,190713,Against,0.85,"Lukas Mandl is a member of the European People's Party (EPP) and has consistently advocated for fiscal responsibility and limited government intervention in economic matters. The EPP often opposes excessive taxation, particularly on consumer goods like tobacco, which may be seen as overreach or harmful to businesses and consumers.",mistral-3.5
2025-0581,1909,For,0.9,"Bernd Lange is a member of the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament, which generally supports public health measures and stricter regulations on tobacco products. His voting record aligns with pro-consumer and health-focused policies, making it likely he would support excise duty arrangements aimed at reducing tobacco consumption.",mistral-3.5
2025-0581,191693,For,0.85,"Elsi Katainen is a member of the Renew Europe group and the Finnish Centre Party, which generally supports market-based solutions and fiscal responsibility. She has historically voted in favor of EU-wide harmonization of excise duties to prevent market distortions and ensure fair competition, particularly in sectors like tobacco where cross-border trade is significant.",mistral-3.5
2025-0581,1917,Against,0.9,"Markus Ferber is a member of the EPP (Christian Democratic Union) and has consistently opposed excessive EU regulation on consumer products, particularly those affecting businesses and personal freedoms. His voting record shows skepticism toward tax increases on tobacco, aligning with his pro-business and limited-regulation stance.",mistral-3.5
2025-0581,192254,For,0.85,"Marieke Ehlers is a member of the Renew Europe group and the Dutch VVD party, which generally supports market-based solutions and fiscal measures to address public health concerns. The VVD has historically backed EU-wide excise duty harmonization for tobacco to reduce consumption and align with health policies.",mistral-3.5
2025-0581,1927,For,0.9,"Peter Liese is a member of the EPP (Christian Democrats) and has historically supported public health measures, including stricter regulations on tobacco products. As a German MEP, he aligns with the EU's broader push for harmonized excise duties to combat tobacco consumption and cross-border trade disparities.",mistral-3.5
2025-0581,193292,For,0.95,"Tilly Metz is a member of the Greens/EFA group, which strongly advocates for public health and environmental protection. She has consistently supported stricter regulations on harmful products like tobacco, aligning with her party's stance on reducing health risks and promoting sustainability.",mistral-3.5
2025-0581,197391,For,0.95,"Heléne Fritzon is a member of the Swedish Social Democratic Party (SAP) and the Progressive Alliance of Socialists and Democrats (S&D) in the European Parliament. S&D typically supports public health measures, including stricter regulations on tobacco products to reduce consumption and protect citizens. Her voting record aligns with this stance, favoring policies that promote health and social welfare.",mistral-3.5
2025-0581,197392,For,0.9,"Evin Incir is a member of the Swedish Social Democratic Party and the Progressive Alliance of Socialists and Democrats (S&D) group in the European Parliament. S&D generally supports public health measures, including stricter regulations on tobacco products to reduce consumption and protect citizens. Incir's voting record aligns with progressive and health-focused policies.",mistral-3.5
2025-0581,197395,For,0.95,"Alice Kuhnke is a member of the Greens/EFA group, which typically supports public health measures and stricter regulations on harmful products like tobacco. Her voting record aligns with progressive and environmental policies, including health-focused taxation.",mistral-3.5
2025-0581,197398,Against,0.95,"Pär Holmgren is a member of the Sweden Democrats, a party with a strong libertarian and anti-tax stance. He has consistently opposed EU regulations that increase taxation or restrict consumer choices, including on tobacco products. His voting record aligns with reducing government interference in personal freedoms.",mistral-3.5
2025-0581,197400,For,0.9,"Abir Al-Sahlani is a member of the Renew Europe group and the Swedish Centre Party, which generally supports public health measures and progressive taxation. She has previously voted in favor of stricter tobacco regulations, aligning with her party's stance on reducing harmful consumption.",mistral-3.5
2025-0581,197401,For,0.9,"Karin Karlsbro is a member of the Renew Europe group and the Liberal Party in Sweden, which generally supports public health measures and progressive taxation. She has previously advocated for stricter regulations on harmful products like tobacco to align with EU health and environmental goals.",mistral-3.5
2025-0581,197402,For,0.9,"Tomas Tobé is a member of the European People's Party (EPP), which generally supports harmonized EU-wide regulations on tobacco to combat illicit trade and protect public health. As a Swedish MEP, he aligns with the EPP's stance on fiscal and health policies, including excise duties on tobacco products.",mistral-3.5
2025-0581,197403,For,0.9,"Alex Agius Saliba is a Maltese MEP from the S&D group, which generally supports public health measures and stricter regulations on tobacco products. His voting record aligns with progressive and consumer protection policies, including support for higher excise duties to discourage tobacco use.",mistral-3.5
2025-0581,197404,For,0.9,"Jessica Polfjärd is a member of the European People's Party (EPP) and has a history of supporting public health measures, including stricter regulations on tobacco products. The EPP generally backs EU-wide harmonization of excise duties to combat illicit trade and reduce consumption of harmful products.",mistral-3.5
2025-0581,197405,Against,0.9,"Jörgen Warborn is a member of the Sweden Democrats, a party known for its Eurosceptic and conservative stance, often opposing EU regulations that increase taxation or restrict individual freedoms. The Sweden Democrats have historically opposed higher excise duties on tobacco, viewing them as excessive government intervention.",mistral-3.5
2025-0581,197406,For,0.9,"Arba Kokalari is a member of the European People's Party (EPP) and has consistently supported public health measures, including stricter regulations on tobacco products. The EPP generally backs EU-wide harmonization of excise duties to combat illicit trade and protect public health.",mistral-3.5
2025-0581,197408,Against,0.85,"Hildegard Bentele is a member of the European People's Party (EPP) and has historically opposed excessive regulation on industries, including tobacco. The EPP often advocates for economic freedoms and is less likely to support stricter excise duties that could burden businesses and consumers.",mistral-3.5
2025-0581,197410,Against,0.85,"Stefan Berger is a member of the European People's Party (EPP) and has historically supported business-friendly policies, often opposing excessive regulation or taxation that could burden industries. The EPP generally favors reducing administrative burdens and has shown skepticism toward increased excise duties on tobacco, aligning with industry interests.",mistral-3.5
